12252;14214;15873;18150;20168;21051;22724;23214;23993;26078;26896;28339;27992;29400;30093;31202;32084;31107;31741;32351;33244;30661;31072;31789;32751;31217;31685;32342;32703
20133;22452;25519;26551;28754;28778;30554;30726;32131;31501;32433;31781;33010;31807;32707;32473;33413;32551;33237;32895;33871;33480;34024;33558;34037;33343;33998;33358;33672
25998;27540;29103;29152;31543;31546;32116;31904;33155;32061;31472;31544;32843;31727;32596;32563;33349;33135;28993;28663;28521;28797;28984;29492;28646;29769;29632;30831;30034
28562;30161;30891;32068;32918;33098;32949;32479;32919;33066;33184;33309;33510;30926;31478;31665;32098;31631;33841;33113;33766;33189;33222;32995;33220;32621;32719;33184;32131
30680;29382;29022;29657;31666;31393;32106;32602;33024;30120;30399;30402;30595;31503;31638;31178;31869;31437;33093;32870;33420;32687;32934;33001;33127;32647;32916;32647;32927
30841;31248;33119;32170;32845;32818;34086;30981;31938;30961;31553;31622;31393;32286;32061;32240;31901;32628;33221;32899;33055;32799;32829;32486;32254;32939;32539;32365;32154
32671;32824;32597;31772;33292;33424;31721;32416;32577;32517;32641;31979;32281;32955;32992;32298;32416;32219;32479;32314;32252;31858;32367;32557;32164;31991;31757;31558;31710
32080;32279;21564;20796;21090;26238;31631;28841;31837;28222;31896;31977;31852;32568;32360;32317;32506;32034;32159;31869;32023;31804;31881;31712;31711;31084;31333;31290;31279
