140;143;212;242;257;263;232;265;266;267;272;254;272;272;274;275;268;277;279;279;279;273;280;281;280;281;278;280;280
257;235;267;271;270;273;268;277;278;280;281;277;279;280;277;277;275;274;273;272;272;272;271;274;274;274;275;273;271
266;254;273;277;279;280;278;279;278;277;274;272;272;271;272;274;274;273;272;272;271;269;271;273;274;275;273;275;271
270;266;279;280;280;277;275;272;271;271;273;273;271;269;272;273;269;272;274;274;273;274;273;274;276;276;276;276;273
267;272;277;277;276;273;272;274;274;265;270;271;269;271;273;274;274;273;274;274;273;273;273;275;270;268;267;256;253
257;255;257;253;251;252;253;248;248;250;252;250;250;252;253;245;245;244;246;245;245;246;246;246;246;248;248;243;235
241;238;236;233;235;235;229;234;232;234;236;236;235;234;236;236;235;236;237;237;236;237;237;238;238;239;238;239;236
241;237;234;235;232;232;234;235;234;234;236;237;234;235;237;237;237;236;238;239;236;238;237;238;239;240;240;239;237
